Year,Month,States,Cents/kWh,CEPCI,2021 cents/kWh,2021_$/kWh,Year,CEPCI,source,,PA_2021_$/kWh
2016,11,TX,5.38,541.7,7.039586487,0.070395865,,,,,
2016,11,UT,5.6,541.7,7.327450618,0.073274506,,,,,
2016,11,VA,6.51,541.7,8.518161344,0.085181613,,,,,
2016,11,VT,10.08,541.7,13.18941111,0.131894111,,,,,
2016,11,WA,4.53,541.7,5.927384161,0.059273842,,,,,
2016,11,WI,7.33,541.7,9.59110947,0.095911095,,,,,
2016,11,WV,6.79,541.7,8.884533875,0.088845339,,,,,
2016,11,WY,6.85,541.7,8.963042274,0.089630423,,,,,
2016,10,AK,15.96,541.7,20.88323426,0.208832343,,,,,
2016,10,AL,6.31,541.7,8.256466679,0.082564667,,,,,
2016,10,AR,6.09,541.7,7.968602548,0.079686025,,,,,
2016,10,AZ,6.39,541.7,8.361144545,0.083611445,,,,,
2016,10,CA,10.65,541.7,13.93524091,0.139352409,,,,,
2016,10,CO,7.4,541.7,9.682702603,0.096827026,,,,,
2016,10,CT,12.73,541.7,16.65686542,0.166568654,,,,,
2016,10,DC,8.67,541.7,11.34446373,0.113444637,,,,,
2016,10,DE,8.38,541.7,10.96500646,0.109650065,,,,,
2016,10,FL,7.82,541.7,10.2322614,0.102322614,,,,,
2016,10,GA,5.76,541.7,7.53680635,0.075368064,,,,,
2016,10,HI,20.79,541.7,27.20316042,0.272031604,,,,,
2016,10,IA,5.34,541.7,6.987247554,0.069872476,,,,,
2016,10,ID,6.1,541.7,7.981687281,0.079816873,,,,,
2016,10,IL,6.67,541.7,8.727517076,0.087275171,,,,,
2016,10,IN,7.42,541.7,9.708872069,0.097088721,,,,,
2016,10,KS,7.48,541.7,9.787380469,0.097873805,,,,,
2016,10,KY,5.72,541.7,7.484467417,0.074844674,,,,,
2016,10,LA,5.33,541.7,6.974162821,0.069741628,,,,,
2016,10,MA,13.45,541.7,17.59896622,0.175989662,,,,,
2016,10,MD,7.77,541.7,10.16683773,0.101668377,,,,,
2016,10,ME,8.5,541.7,11.12202326,0.111220233,,,,,
2016,10,MI,7,541.7,9.159313273,0.091593133,,,,,
2016,10,MN,7.44,541.7,9.735041536,0.097350415,,,,,
2016,10,MO,6.83,541.7,8.936872808,0.089368728,,,,,
2016,10,MS,5.97,541.7,7.811585749,0.078115857,,,,,
2016,10,MT,5.17,541.7,6.764807089,0.067648071,,,,,
2016,10,NC,6.32,541.7,8.269551412,0.082695514,,,,,
2016,10,ND,8.21,541.7,10.742566,0.10742566,,,,,
2016,10,NE,7.2,541.7,9.421007938,0.094210079,,,,,
2016,10,NH,12.27,541.7,16.05496769,0.160549677,,,,,
2016,10,NJ,9.1,541.7,11.90710725,0.119071073,,,,,
2016,10,NM,5.56,541.7,7.275111685,0.072751117,,,,,
2016,10,NV,6.7,541.7,8.766771276,0.087667713,,,,,
2016,10,NY,5.95,541.7,7.785416282,0.077854163,,,,,
2016,10,OH,6.93,541.7,9.06772014,0.090677201,,,,,
2016,10,OK,5.2,541.7,6.804061289,0.068040613,,,,,
2016,10,OR,6.2,541.7,8.112534613,0.081125346,,,,,
2016,10,PA,6.86,541.7,8.976127008,0.08976127,,,,,
2016,10,RI,13.21,541.7,17.28493262,0.172849326,,,,,
2016,10,SC,6.07,541.7,7.942433081,0.079424331,,,,,
2016,10,SD,7.66,541.7,10.02290567,0.100229057,,,,,
2016,10,TN,5.84,541.7,7.641484216,0.076414842,,,,,
2016,10,TX,5.34,541.7,6.987247554,0.069872476,,,,,
2016,10,UT,6.22,541.7,8.13870408,0.081387041,,,,,
2016,10,VA,6.44,541.7,8.426568211,0.084265682,,,,,
2016,10,VT,10.16,541.7,13.29408898,0.13294089,,,,,
2016,10,WA,4.5,541.7,5.888129961,0.0588813,,,,,
2016,10,WI,7.31,541.7,9.564940004,0.0956494,,,,,
2016,10,WV,6.52,541.7,8.531246077,0.085312461,,,,,
2016,10,WY,7,541.7,9.159313273,0.091593133,,,,,
2016,9,AK,14.98,541.7,19.6009304,0.196009304,,,,,
2016,9,AL,6.34,541.7,8.295720879,0.082957209,,,,,
2016,9,AR,6.56,541.7,8.58358501,0.08583585,,,,,
2016,9,AZ,6.79,541.7,8.884533875,0.088845339,,,,,
2016,9,CA,13.65,541.7,17.86066088,0.178606609,,,,,
2016,9,CO,7.82,541.7,10.2322614,0.102322614,,,,,
2016,9,CT,12.81,541.7,16.76154329,0.167615433,,,,,
2016,9,DC,8.57,541.7,11.21361639,0.112136164,,,,,
2016,9,DE,8.21,541.7,10.742566,0.10742566,,,,,
2016,9,FL,7.91,541.7,10.350024,0.10350024,,,,,
2016,9,GA,6.36,541.7,8.321890345,0.083218903,,,,,
2016,9,HI,21.43,541.7,28.04058335,0.280405833,,,,,
2016,9,IA,7.16,541.7,9.368669005,0.09368669,,,,,
2016,9,ID,6.74,541.7,8.819110209,0.088191102,,,,,
2016,9,IL,6.63,541.7,8.675178143,0.086751781,,,,,
2016,9,IN,7.06,541.7,9.237821673,0.092378217,,,,,
2016,9,KS,7.44,541.7,9.735041536,0.097350415,,,,,
2016,9,KY,5.92,541.7,7.746162082,0.077461621,,,,,
2016,9,LA,5.54,541.7,7.248942219,0.072489422,,,,,
2016,9,MA,13.61,541.7,17.80832195,0.178083219,,,,,
2016,9,MD,7.78,541.7,10.17992247,0.101799225,,,,,
2016,9,ME,9.05,541.7,11.84168359,0.118416836,,,,,
2016,9,MI,7.11,541.7,9.303245339,0.093032453,,,,,
2016,9,MN,7.12,541.7,9.316330072,0.093163301,,,,,
2016,9,MO,7.43,541.7,9.721956803,0.097219568,,,,,
2016,9,MS,6.08,541.7,7.955517814,0.079555178,,,,,
2016,9,MT,5.07,541.7,6.633959756,0.066339598,,,,,
2016,9,NC,6.77,541.7,8.858364408,0.088583644,,,,,
2016,9,ND,8.28,541.7,10.83415913,0.108341591,,,,,
2016,9,NE,7.5,541.7,9.813549935,0.098135499,,,,,
2016,9,NH,12.33,541.7,16.13347609,0.161334761,,,,,
2016,9,NJ,10.71,541.7,14.01374931,0.140137493,,,,,
2016,9,NM,5.93,541.7,7.759246816,0.077592468,,,,,
2016,9,NV,7.42,541.7,9.708872069,0.097088721,,,,,
2016,9,NY,6.18,541.7,8.086365147,0.080863651,,,,,
2016,9,OH,6.95,541.7,9.093889607,0.090938896,,,,,
2016,9,OK,5.39,541.7,7.05267122,0.070526712,,,,,
2016,9,OR,6.16,541.7,8.06019568,0.080601957,,,,,
2016,9,PA,6.99,541.7,9.14622854,0.091462285,,,,,
2016,9,RI,13.34,541.7,17.45503415,0.174550342,,,,,
2016,9,SC,6.56,541.7,8.58358501,0.08583585,,,,,
2016,9,SD,7.76,541.7,10.153753,0.10153753,,,,,
2016,9,TN,6,541.7,7.850839948,0.078508399,,,,,
2016,9,TX,5.52,541.7,7.222772752,0.072227728,,,,,
2016,9,UT,6.9,541.7,9.028465941,0.090284659,,,,,
2016,9,VA,6.38,541.7,8.348059812,0.083480598,,,,,
2016,9,VT,10.57,541.7,13.83056304,0.13830563,,,,,
2016,9,WA,4.57,541.7,5.979723094,0.059797231,,,,,
2016,9,WI,7.69,541.7,10.06215987,0.100621599,,,,,
2016,9,WV,6.52,541.7,8.531246077,0.085312461,,,,,
2016,9,WY,6.87,541.7,8.989211741,0.089892117,,,,,
2016,8,AK,14.72,541.7,19.26072734,0.192607273,,,,,
2016,8,AL,6.39,541.7,8.361144545,0.083611445,,,,,
2016,8,AR,6.64,541.7,8.688262876,0.086882629,,,,,
2016,8,AZ,6.99,541.7,9.14622854,0.091462285,,,,,
2016,8,CA,13.93,541.7,18.22703341,0.182270334,,,,,
2016,8,CO,7.62,541.7,9.970566734,0.099705667,,,,,
2016,8,CT,12.73,541.7,16.65686542,0.166568654,,,,,
2016,8,DC,8.74,541.7,11.43605686,0.114360569,,,,,
2016,8,DE,8.25,541.7,10.79490493,0.107949049,,,,,
2016,8,FL,7.86,541.7,10.28460033,0.102846003,,,,,
2016,8,GA,6.24,541.7,8.164873546,0.081648735,,,,,
2016,8,HI,21.17,541.7,27.70038028,0.277003803,,,,,
2016,8,IA,7.86,541.7,10.28460033,0.102846003,,,,,
2016,8,ID,7.11,541.7,9.303245339,0.093032453,,,,,
2016,8,IL,6.72,541.7,8.792940742,0.087929407,,,,,
2016,8,IN,6.99,541.7,9.14622854,0.091462285,,,,,
2016,8,KS,7.53,541.7,9.852804135,0.098528041,,,,,
2016,8,KY,5.87,541.7,7.680738416,0.076807384,,,,,
2016,8,LA,5.28,541.7,6.908739155,0.069087392,,,,,
2016,8,MA,13.71,541.7,17.93916928,0.179391693,,,,,
2016,8,MD,7.88,541.7,10.3107698,0.103107698,,,,,
2016,8,ME,9.66,541.7,12.63985232,0.126398523,,,,,
2016,8,MI,7.18,541.7,9.394838471,0.093948385,,,,,
2016,8,MN,7.78,541.7,10.17992247,0.101799225,,,,,
2016,8,MO,8.23,541.7,10.76873546,0.107687355,,,,,
2016,8,MS,5.94,541.7,7.772331549,0.077723315,,,,,
2016,8,MT,5.57,541.7,7.288196419,0.072881964,,,,,
2016,8,NC,6.81,541.7,8.910703341,0.089107033,,,,,
2016,8,ND,8.37,541.7,10.95192173,0.109519217,,,,,
2016,8,NE,8.39,541.7,10.97809119,0.109780912,,,,,
2016,8,NH,12.31,541.7,16.10730663,0.161073066,,,,,
2016,8,NJ,10.85,541.7,14.19693557,0.141969356,,,,,
2016,8,NM,6.15,541.7,8.047110947,0.080471109,,,,,
2016,8,NV,7.86,541.7,10.28460033,0.102846003,,,,,
2016,8,NY,6.28,541.7,8.217212479,0.082172125,,,,,
2016,8,OH,7.06,541.7,9.237821673,0.092378217,,,,,
2016,8,OK,5.36,541.7,7.01341702,0.07013417,,,,,
2016,8,OR,6.36,541.7,8.321890345,0.083218903,,,,,
2016,8,PA,7.08,541.7,9.263991139,0.092639911,,,,,
2016,8,RI,13.4,541.7,17.53354255,0.175335426,,,,,
2016,8,SC,6.44,541.7,8.426568211,0.084265682,,,,,
2016,8,SD,7.58,541.7,9.918227801,0.099182278,,,,,
2016,8,TN,6.08,541.7,7.955517814,0.079555178,,,,,
2016,8,TX,5.45,541.7,7.13117962,0.071311796,,,,,
2016,8,UT,6.89,541.7,9.015381207,0.090153812,,,,,
2016,8,VA,6.5,541.7,8.505076611,0.085050766,,,,,
2016,8,VT,10.16,541.7,13.29408898,0.13294089,,,,,
2016,8,WA,4.58,541.7,5.992807827,0.059928078,,,,,
2016,8,WI,7.83,541.7,10.24534613,0.102453461,,,,,
2016,8,WV,6.54,541.7,8.557415544,0.085574155,,,,,
2016,8,WY,7.09,541.7,9.277075872,0.092770759,,,,,
2016,7,AK,16.1,541.7,21.06642053,0.210664205,,,,,
2016,7,AL,6.55,541.7,8.570500277,0.085705003,,,,,
2016,7,AR,6.63,541.7,8.675178143,0.086751781,,,,,
2016,7,AZ,6.7,541.7,8.766771276,0.087667713,,,,,
2016,7,CA,13.93,541.7,18.22703341,0.182270334,,,,,
2016,7,CO,7.7,541.7,10.0752446,0.100752446,,,,,
2016,7,CT,12.87,541.7,16.84005169,0.168400517,,,,,
2016,7,DC,8.53,541.7,11.16127746,0.111612775,,,,,
2016,7,DE,8.11,541.7,10.61171866,0.106117187,,,,,
2016,7,FL,7.84,541.7,10.25843087,0.102584309,,,,,
2016,7,GA,6.86,541.7,8.976127008,0.08976127,,,,,
2016,7,HI,21.01,541.7,27.49102455,0.274910246,,,,,
2016,7,IA,7.89,541.7,10.32385453,0.103238545,,,,,
2016,7,ID,7.07,541.7,9.250906406,0.092509064,,,,,
2016,7,IL,6.61,541.7,8.649008676,0.086490087,,,,,
2016,7,IN,6.9,541.7,9.028465941,0.090284659,,,,,
2016,7,KS,7.62,541.7,9.970566734,0.099705667,,,,,
2016,7,KY,5.98,541.7,7.824670482,0.078246705,,,,,
2016,7,LA,4.89,541.7,6.398434558,0.063984346,,,,,
2016,7,MA,13.6,541.7,17.79523722,0.177952372,,,,,
2016,7,MD,7.5,541.7,9.813549935,0.098135499,,,,,
2016,7,ME,9.14,541.7,11.95944619,0.119594462,,,,,
2016,7,MI,7.11,541.7,9.303245339,0.093032453,,,,,
2016,7,MN,7.77,541.7,10.16683773,0.101668377,,,,,
2016,7,MO,8.25,541.7,10.79490493,0.107949049,,,,,
2016,7,MS,6.03,541.7,7.890094148,0.078900941,,,,,
2016,7,MT,5.65,541.7,7.392874285,0.073928743,,,,,
2016,7,NC,7.11,541.7,9.303245339,0.093032453,,,,,
2016,7,ND,8.07,541.7,10.55937973,0.105593797,,,,,
2016,7,NE,8.91,541.7,11.65849732,0.116584973,,,,,
2016,7,NH,12.1,541.7,15.83252723,0.158325272,,,,,
2016,7,NJ,11.05,541.7,14.45863024,0.144586302,,,,,
2016,7,NM,6.02,541.7,7.877009415,0.078770094,,,,,
2016,7,NV,8.43,541.7,11.03043013,0.110304301,,,,,
2016,7,NY,5.59,541.7,7.314365885,0.073143659,,,,,
2016,7,OH,7.14,541.7,9.342499538,0.093424995,,,,,
2016,7,OK,5.35,541.7,7.000332287,0.070003323,,,,,
2016,7,OR,6.4,541.7,8.374229278,0.083742293,,,,,
2016,7,PA,6.86,541.7,8.976127008,0.08976127,,,,,
2016,7,RI,13.38,541.7,17.50737308,0.175073731,,,,,
2016,7,SC,6.75,541.7,8.832194942,0.088321949,,,,,
2016,7,SD,7.92,541.7,10.36310873,0.103631087,,,,,
2016,7,TN,6.03,541.7,7.890094148,0.078900941,,,,,
2016,7,TX,5.47,541.7,7.157349086,0.071573491,,,,,
2016,7,UT,7.07,541.7,9.250906406,0.092509064,,,,,
2016,7,VA,6.61,541.7,8.649008676,0.086490087,,,,,
2016,7,VT,10.47,541.7,13.69971571,0.136997157,,,,,
2016,7,WA,4.64,541.7,6.071316227,0.060713162,,,,,
2016,7,WI,7.9,541.7,10.33693927,0.103369393,,,,,
2016,7,WV,6.69,541.7,8.753686542,0.087536865,,,,,
2016,7,WY,6.79,541.7,8.884533875,0.088845339,,,,,
2016,6,AK,15.33,541.7,20.05889607,0.200588961,,,,,
2016,6,AL,6.44,541.7,8.426568211,0.084265682,,,,,
2016,6,AR,6.55,541.7,8.570500277,0.085705003,,,,,
2016,6,AZ,6.39,541.7,8.361144545,0.083611445,,,,,
2016,6,CA,13.44,541.7,17.58588148,0.175858815,,,,,
2016,6,CO,7.65,541.7,10.00982093,0.100098209,,,,,
2016,6,CT,12.55,541.7,16.42134023,0.164213402,,,,,
2016,6,DC,10.29,541.7,13.46419051,0.134641905,,,,,
2016,6,DE,8.09,541.7,10.5855492,0.105855492,,,,,
2016,6,FL,7.67,541.7,10.0359904,0.100359904,,,,,
2016,6,GA,6.36,541.7,8.321890345,0.083218903,,,,,
2016,6,HI,20.75,541.7,27.15082149,0.271508215,,,,,
2016,6,IA,7.45,541.7,9.748126269,0.097481263,,,,,
2016,6,ID,7.63,541.7,9.983651468,0.099836515,,,,,
2016,6,IL,6.48,541.7,8.478907144,0.084789071,,,,,
2016,6,IN,6.85,541.7,8.963042274,0.089630423,,,,,
2016,6,KS,7.69,541.7,10.06215987,0.100621599,,,,,
2016,6,KY,5.88,541.7,7.693823149,0.076938231,,,,,
2016,6,LA,4.52,541.7,5.914299428,0.059142994,,,,,
2016,6,MA,13.2,541.7,17.27184789,0.172718479,,,,,
2016,6,MD,7.67,541.7,10.0359904,0.100359904,,,,,
2016,6,ME,8.31,541.7,10.87341333,0.108734133,,,,,
2016,6,MI,6.87,541.7,8.989211741,0.089892117,,,,,
2016,6,MN,7.69,541.7,10.06215987,0.100621599,,,,,
2016,6,MO,8.26,541.7,10.80798966,0.108079897,,,,,
2016,6,MS,5.94,541.7,7.772331549,0.077723315,,,,,
2016,6,MT,5.24,541.7,6.856400222,0.068564002,,,,,
2016,6,NC,6.51,541.7,8.518161344,0.085181613,,,,,
2016,6,ND,8.25,541.7,10.79490493,0.107949049,,,,,
2016,6,NE,8.06,541.7,10.546295,0.10546295,,,,,
2016,6,NH,11.92,541.7,15.59700203,0.15597002,,,,,
2016,6,NJ,10.7,541.7,14.00066457,0.140006646,,,,,
2016,6,NM,5.98,541.7,7.824670482,0.078246705,,,,,
2016,6,NV,6,541.7,7.850839948,0.078508399,,,,,
2016,6,NY,6.7,541.7,8.766771276,0.087667713,,,,,
2016,6,OH,6.95,541.7,9.093889607,0.090938896,,,,,
2016,6,OK,5.35,541.7,7.000332287,0.070003323,,,,,
2016,6,OR,6.22,541.7,8.13870408,0.081387041,,,,,
2016,6,PA,6.83,541.7,8.936872808,0.089368728,,,,,
2016,6,RI,13.23,541.7,17.31110209,0.173111021,,,,,
2016,6,SC,6.49,541.7,8.491991877,0.084919919,,,,,
2016,6,SD,7.78,541.7,10.17992247,0.101799225,,,,,
2016,6,TN,5.69,541.7,7.445213218,0.074452132,,,,,
2016,6,TX,5.4,541.7,7.065755953,0.07065756,,,,,
2016,6,UT,7.46,541.7,9.761211002,0.09761211,,,,,
2016,6,VA,6.58,541.7,8.609754477,0.086097545,,,,,
2016,6,VT,10.42,541.7,13.63429204,0.13634292,,,,,
2016,6,WA,4.39,541.7,5.744197896,0.057441979,,,,,
2016,6,WI,7.91,541.7,10.350024,0.10350024,,,,,
2016,6,WV,6.56,541.7,8.58358501,0.08583585,,,,,
2016,6,WY,6.97,541.7,9.120059073,0.091200591,,,,,
2016,5,AK,15.75,541.7,20.60845486,0.206084549,,,,,
2016,5,AL,6,541.7,7.850839948,0.078508399,,,,,
2016,5,AR,5.77,541.7,7.549891084,0.075498911,,,,,
2016,5,AZ,6.11,541.7,7.994772014,0.07994772,,,,,
2016,5,CA,11.51,541.7,15.06052797,0.15060528,,,,,
2016,5,CO,7.06,541.7,9.237821673,0.092378217,,,,,
2016,5,CT,12.85,541.7,16.81388222,0.168138822,,,,,
2016,5,DC,8.63,541.7,11.29212479,0.112921248,,,,,
2016,5,DE,8.03,541.7,10.5070408,0.105070408,,,,,
2016,5,FL,7.36,541.7,9.63036367,0.096303637,,,,,
2016,5,GA,5.45,541.7,7.13117962,0.071311796,,,,,
2016,5,HI,19.78,541.7,25.88160236,0.258816024,,,,,
2016,5,IA,5.63,541.7,7.366704818,0.073667048,,,,,
2016,5,ID,6.31,541.7,8.256466679,0.082564667,,,,,
2016,5,IL,6.48,541.7,8.478907144,0.084789071,,,,,
2016,5,IN,6.85,541.7,8.963042274,0.089630423,,,,,
2016,5,KS,7.49,541.7,9.800465202,0.098004652,,,,,
2016,5,KY,5.34,541.7,6.987247554,0.069872476,,,,,
2016,5,LA,4.83,541.7,6.319926158,0.063199262,,,,,
2016,5,MA,12.87,541.7,16.84005169,0.168400517,,,,,
2016,5,MD,8.11,541.7,10.61171866,0.106117187,,,,,
2016,5,ME,8.71,541.7,11.39680266,0.113968027,,,,,
2016,5,MI,6.89,541.7,9.015381207,0.090153812,,,,,
2016,5,MN,7.34,541.7,9.604194203,0.096041942,,,,,
2016,5,MO,7.15,541.7,9.355584272,0.093555843,,,,,
2016,5,MS,5.34,541.7,6.987247554,0.069872476,,,,,
2016,5,MT,4.89,541.7,6.398434558,0.063984346,,,,,
2016,5,NC,6.11,541.7,7.994772014,0.07994772,,,,,
2016,5,ND,8.11,541.7,10.61171866,0.106117187,,,,,
2016,5,NE,7.41,541.7,9.695787336,0.096957873,,,,,
2016,5,NH,12.11,541.7,15.84561196,0.15845612,,,,,
2016,5,NJ,10.03,541.7,13.12398745,0.131239874,,,,,
2016,5,NM,5.85,541.7,7.65456895,0.076545689,,,,,
2016,5,NV,4.86,541.7,6.359180358,0.063591804,,,,,
2016,5,NY,5.72,541.7,7.484467417,0.074844674,,,,,
2016,5,OH,7,541.7,9.159313273,0.091593133,,,,,
2016,5,OK,4.84,541.7,6.333010892,0.063330109,,,,,
2016,5,OR,5.92,541.7,7.746162082,0.077461621,,,,,
2016,5,PA,6.87,541.7,8.989211741,0.089892117,,,,,
2016,5,RI,13.6,541.7,17.79523722,0.177952372,,,,,
2016,5,SC,5.82,541.7,7.61531475,0.076153147,,,,,
2016,5,SD,7.54,541.7,9.865888868,0.098658889,,,,,
2016,5,TN,5.13,541.7,6.712468156,0.067124682,,,,,
2016,5,TX,5.21,541.7,6.817146022,0.06817146,,,,,
2016,5,UT,6.19,541.7,8.09944988,0.080994499,,,,,
2016,5,VA,6.54,541.7,8.557415544,0.085574155,,,,,
2016,5,VT,9.91,541.7,12.96697065,0.129669706,,,,,
2016,5,WA,4.2,541.7,5.495587964,0.05495588,,,,,
2016,5,WI,7.48,541.7,9.787380469,0.097873805,,,,,
2016,5,WV,6.55,541.7,8.570500277,0.085705003,,,,,
2016,5,WY,7.04,541.7,9.211652206,0.092116522,,,,,
2016,4,AK,15.76,541.7,20.6215396,0.206215396,,,,,
2016,4,AL,5.87,541.7,7.680738416,0.076807384,,,,,
2016,4,AR,5.42,541.7,7.09192542,0.070919254,,,,,
2016,4,AZ,5.63,541.7,7.366704818,0.073667048,,,,,
2016,4,CA,10.49,541.7,13.72588518,0.137258852,,,,,
2016,4,CO,7.11,541.7,9.303245339,0.093032453,,,,,
2016,4,CT,12.68,541.7,16.59144176,0.165914418,,,,,
2016,4,DC,9.07,541.7,11.86785306,0.118678531,,,,,
2016,4,DE,8.12,541.7,10.6248034,0.106248034,,,,,
2016,4,FL,7.41,541.7,9.695787336,0.096957873,,,,,
2016,4,GA,5.36,541.7,7.01341702,0.07013417,,,,,
2016,4,HI,19.31,541.7,25.2666199,0.252666199,,,,,
2016,4,IA,4.96,541.7,6.490027691,0.064900277,,,,,
2016,4,ID,6.06,541.7,7.929348348,0.079293483,,,,,
2016,4,IL,6.45,541.7,8.439652944,0.084396529,,,,,
2016,4,IN,7.01,541.7,9.172398006,0.09172398,,,,,
2016,4,KS,7.46,541.7,9.761211002,0.09761211,,,,,
2016,4,KY,5.5,541.7,7.196603286,0.071966033,,,,,
2016,4,LA,4.87,541.7,6.372265091,0.063722651,,,,,
2016,4,MA,13.15,541.7,17.20642422,0.172064242,,,,,
2016,4,MD,8.13,541.7,10.63788813,0.106378881,,,,,
2016,4,ME,8.77,541.7,11.47531106,0.114753111,,,,,
2016,4,MI,6.61,541.7,8.649008676,0.086490087,,,,,
2016,4,MN,7.21,541.7,9.434092671,0.094340927,,,,,
2016,4,MO,6.53,541.7,8.54433081,0.085443308,,,,,
2016,4,MS,5.31,541.7,6.947993354,0.069479934,,,,,
2016,4,MT,4.58,541.7,5.992807827,0.059928078,,,,,
2016,4,NC,6.07,541.7,7.942433081,0.079424331,,,,,
2016,4,ND,6.76,541.7,8.845279675,0.088452797,,,,,
2016,4,NE,7.45,541.7,9.748126269,0.097481263,,,,,
2016,4,NH,12.34,541.7,16.14656083,0.161465608,,,,,
2016,4,NJ,9.68,541.7,12.66602178,0.126660218,,,,,
2016,4,NM,5.64,541.7,7.379789551,0.073797896,,,,,
2016,4,NV,5,541.7,6.542366624,0.065423666,,,,,
2016,4,NY,5.94,541.7,7.772331549,0.077723315,,,,,
2016,4,OH,6.92,541.7,9.054635407,0.090546354,,,,,
2016,4,OK,4.6,541.7,6.018977294,0.060189773,,,,,
2016,4,OR,5.78,541.7,7.562975817,0.075629758,,,,,
2016,4,PA,6.9,541.7,9.028465941,0.090284659,,,,,
2016,4,RI,13.42,541.7,17.55971202,0.17559712,,,,,
2016,4,SC,5.85,541.7,7.65456895,0.076545689,,,,,
2016,4,SD,7.42,541.7,9.708872069,0.097088721,,,,,
2016,4,TN,5.27,541.7,6.895654421,0.068956544,,,,,
2016,4,TX,5.12,541.7,6.699383423,0.066993834,,,,,
2016,4,UT,6,541.7,7.850839948,0.078508399,,,,,
2016,4,VA,6.63,541.7,8.675178143,0.086751781,,,,,
2016,4,VT,9.8,541.7,12.82303858,0.128230386,,,,,
2016,4,WA,4.32,541.7,5.652604763,0.056526048,,,,,
2016,4,WI,7.14,541.7,9.342499538,0.093424995,,,,,
2016,4,WV,6.53,541.7,8.54433081,0.085443308,,,,,
2016,4,WY,6.97,541.7,9.120059073,0.091200591,,,,,
2016,3,AK,15.03,541.7,19.66635407,0.196663541,,,,,
2016,3,AL,5.55,541.7,7.262026952,0.07262027,,,,,
2016,3,AR,5.68,541.7,7.432128484,0.074321285,,,,,
2016,3,AZ,5.39,541.7,7.05267122,0.070526712,,,,,
2016,3,CA,10.24,541.7,13.39876685,0.133987668,,,,,
2016,3,CO,6.91,541.7,9.041550674,0.090415507,,,,,
2016,3,CT,13.19,541.7,17.25876315,0.172587632,,,,,
2016,3,DC,8.8,541.7,11.51456526,0.115145653,,,,,
2016,3,DE,8.4,541.7,10.99117593,0.109911759,,,,,
2016,3,FL,7.64,541.7,9.996736201,0.099967362,,,,,
2016,3,GA,5.15,541.7,6.738637622,0.067386376,,,,,
2016,3,HI,19.85,541.7,25.9731955,0.259731955,,,,,
2016,3,IA,5.32,541.7,6.961078088,0.069610781,,,,,
2016,3,ID,5.94,541.7,7.772331549,0.077723315,,,,,
2016,3,IL,6.42,541.7,8.400398745,0.084003987,,,,,
2016,3,IN,6.66,541.7,8.714432343,0.087144323,,,,,
2016,3,KS,7.56,541.7,9.892058335,0.098920583,,,,,
2016,3,KY,5.36,541.7,7.01341702,0.07013417,,,,,
2016,3,LA,5.23,541.7,6.843315488,0.068433155,,,,,
2016,3,MA,13.34,541.7,17.45503415,0.174550342,,,,,
2016,3,MD,7.85,541.7,10.2715156,0.102715156,,,,,
2016,3,ME,9.03,541.7,11.81551412,0.118155141,,,,,
2016,3,MI,6.77,541.7,8.858364408,0.088583644,,,,,
2016,3,MN,7.21,541.7,9.434092671,0.094340927,,,,,
2016,3,MO,6.32,541.7,8.269551412,0.082695514,,,,,
2016,3,MS,5.49,541.7,7.183518553,0.071835186,,,,,
2016,3,MT,4.86,541.7,6.359180358,0.063591804,,,,,
2016,3,NC,5.46,541.7,7.144264353,0.071442644,,,,,
2016,3,ND,7.74,541.7,10.12758353,0.101275835,,,,,
2016,3,NE,8.5,541.7,11.12202326,0.111220233,,,,,
2016,3,NH,12.38,541.7,16.19889976,0.161988998,,,,,
2016,3,NJ,10.15,541.7,13.28100425,0.132810042,,,,,
2016,3,NM,5.86,541.7,7.667653683,0.076676537,,,,,
2016,3,NV,4.84,541.7,6.333010892,0.063330109,,,,,
2016,3,NY,5.97,541.7,7.811585749,0.078115857,,,,,
2016,3,OH,6.95,541.7,9.093889607,0.090938896,,,,,
2016,3,OK,4.61,541.7,6.032062027,0.06032062,,,,,
2016,3,OR,5.77,541.7,7.549891084,0.075498911,,,,,
2016,3,PA,6.98,541.7,9.133143807,0.091331438,,,,,
2016,3,RI,13.55,541.7,17.72981355,0.177298135,,,,,
2016,3,SC,5.51,541.7,7.209688019,0.07209688,,,,,
2016,3,SD,7.62,541.7,9.970566734,0.099705667,,,,,
2016,3,TN,5.33,541.7,6.974162821,0.069741628,,,,,
2016,3,TX,5.23,541.7,6.843315488,0.068433155,,,,,
2016,3,UT,6.06,541.7,7.929348348,0.079293483,,,,,
2016,3,VA,6.54,541.7,8.557415544,0.085574155,,,,,
2016,3,VT,10.42,541.7,13.63429204,0.13634292,,,,,
2016,3,WA,4.32,541.7,5.652604763,0.056526048,,,,,
2016,3,WI,7.32,541.7,9.578024737,0.095780247,,,,,
2016,3,WV,6.47,541.7,8.465822411,0.084658224,,,,,
2016,3,WY,6.99,541.7,9.14622854,0.091462285,,,,,
2016,2,AK,13.71,541.7,17.93916928,0.179391693,,,,,
2016,2,AL,5.28,541.7,6.908739155,0.069087392,,,,,
2016,2,AR,5.63,541.7,7.366704818,0.073667048,,,,,
2016,2,AZ,5.33,541.7,6.974162821,0.069741628,,,,,
2016,2,CA,10.24,541.7,13.39876685,0.133987668,,,,,
2016,2,CO,6.94,541.7,9.080804874,0.090808049,,,,,
